2019-06-03,11:59:29,00086E,005431,000728,000053,000822
2019-06-03,12:00:26,00086E,005432,0000AB,000053,0001A9
2019-06-03,12:00:29,00086E,005430,00028B,000053,000385
2019-06-03,12:00:31,00086C,005424,000457,000053,000553
